0,3373.71044921875
1,3315.789306640625
2,3386.24365234375
3,3365.91552734375
4,3364.46728515625
5,3378.72412109375
6,3345.03662109375
7,3434.818115234375
8,3352.5
9,3363.673828125
10,3381.097412109375
11,3353.12548828125
12,3367.81201171875
13,3365.374267578125
14,3323.320556640625
15,3370.4462890625
16,3361.60595703125
17,3365.498046875
18,3308.23974609375
19,3347.35498046875
20,3350.6630859375
21,3346.56103515625
22,3329.156494140625
23,3321.419921875
24,3332.68212890625
25,3335.0419921875
26,3353.98583984375
27,3332.2705078125
28,3344.0439453125
29,3338.24755859375
30,3351.2353515625
31,3280.0078125
32,3333.5625
33,3338.92236328125
34,3306.17578125
35,3254.72265625
36,3307.611328125
37,3316.185791015625
38,3374.05859375
39,3258.11962890625
40,3302.0810546875
41,3356.603759765625
42,3279.55224609375
43,3266.59326171875
44,3301.98583984375
45,3271.89794921875
46,3282.39892578125
47,3257.705810546875
48,3223.17431640625
49,3228.2275390625
50,3271.760009765625
51,3215.91259765625
52,3236.2626953125
53,3259.05712890625
54,3230.74365234375
55,3238.50732421875
56,3261.81298828125
57,3182.986328125
58,3221.6142578125
59,3217.5849609375
60,3187.63330078125
61,3175.598388671875
62,3180.20703125
63,3189.125
64,3164.300537109375
65,3183.83642578125
66,3142.879150390625
67,3135.37451171875
68,3148.008544921875
69,3141.871337890625
70,3128.1015625
71,3120.040283203125
72,3134.845703125
73,3103.71630859375
74,3126.0888671875
75,3110.030029296875
76,3134.34521484375
77,3050.072265625
78,3114.19970703125
79,3026.45361328125
80,3043.981689453125
